Title,Released,Season,Episode,imdbRating,imdbID,Show,Downloaded?
Correspondents' Lunch,2013-02-21,5,15,8,tt2629240,Parks and Recreation,N
Bailout,2013-03-14,5,16,8.3,tt2649404,Parks and Recreation,N
Partridge,2013-04-04,5,17,7.7,tt2747032,Parks and Recreation,N
Animal Control,2013-04-11,5,18,8.4,tt2747036,Parks and Recreation,N
Article Two,2013-04-18,5,19,8.2,tt2747038,Parks and Recreation,N
Jerry's Retirement,2013-04-18,5,20,8.2,tt2795868,Parks and Recreation,N
Swing Vote,2013-04-25,5,21,7.6,tt2795870,Parks and Recreation,N
Are You Better Off?,2013-05-02,5,22,8.4,tt2759004,Parks and Recreation,N
London: Part 1,2013-09-26,6,1,8.6,tt2909126,Parks and Recreation,N
London: Part 2,2013-09-26,6,2,8.8,tt3334072,Parks and Recreation,N
The Pawnee-Eagleton Tip Off Classic,2013-10-03,6,3,7.8,tt3186496,Parks and Recreation,N
Doppelgängers,2013-10-10,6,4,8.1,tt3205444,Parks and Recreation,N
Gin It Up!,2013-10-17,6,5,7.9,tt3248698,Parks and Recreation,N
Filibuster,2013-11-14,6,6,8.2,tt3189126,Parks and Recreation,N
Recall Vote,2013-11-14,6,7,7.8,tt3261934,Parks and Recreation,N
Fluoride,2013-11-21,6,8,7.8,tt3197812,Parks and Recreation,N
The Cones of Dunshire,2013-11-21,6,9,8.3,tt3305414,Parks and Recreation,N
Second Chunce,2014-01-09,6,10,7.7,tt3371312,Parks and Recreation,N
New Beginnings,2014-01-16,6,11,7.7,tt3429722,Parks and Recreation,N
Farmers Market,2014-01-23,6,12,7.7,tt3442160,Parks and Recreation,N
Ann and Chris,2014-01-30,6,13,9,tt3460878,Parks and Recreation,N
Anniversaries,2014-02-27,6,14,8,tt3511740,Parks and Recreation,N
The Wall,2014-03-06,6,15,7.8,tt3479254,Parks and Recreation,N
New Slogan,2014-03-13,6,16,7.6,tt3547114,Parks and Recreation,N
Galentine's Day,2014-03-20,6,17,7.8,tt3571458,Parks and Recreation,N
Prom,2014-04-03,6,18,7.8,tt3559602,Parks and Recreation,N
Flu Season 2,2014-04-10,6,19,8.5,tt3561964,Parks and Recreation,N
"One in 8,000",2014-04-17,6,20,8.4,tt3575408,Parks and Recreation,N
Moving Up: Part 1,2014-04-24,6,21,9,tt3575412,Parks and Recreation,N
Moving Up: Part 2,2014-04-24,6,22,9.4,tt3575414,Parks and Recreation,N
2017,2015-01-13,7,1,7.7,tt3609484,Parks and Recreation,N
Ron & Jammy,2015-01-13,7,2,8.3,tt3784118,Parks and Recreation,N
William Henry Harrison,2015-01-20,7,3,7.5,tt3784616,Parks and Recreation,N
Leslie and Ron,2015-01-20,7,4,9.6,tt3784778,Parks and Recreation,N
Gryzzlbox,2015-01-27,7,5,8.3,tt3785430,Parks and Recreation,N
Save JJ's,2015-01-27,7,6,8.1,tt3785530,Parks and Recreation,N
Donna and Joe,2015-02-03,7,7,8.5,tt3785532,Parks and Recreation,N
Ms. Ludgate-Dwyer Goes to Washington,2015-02-03,7,8,8.2,tt3785534,Parks and Recreation,N
Pie-Mary,2015-02-10,7,9,8.5,tt3785432,Parks and Recreation,N
The Johnny Karate Super Awesome Musical Explosion Show,2015-02-17,7,10,8.5,tt3784782,Parks and Recreation,N
Two Funerals,2015-02-17,7,11,8.6,tt3784620,Parks and Recreation,N
One Last Ride: Part One,2015-02-24,7,12,9.7,tt3748226,Parks and Recreation,N
One Last Ride: Part Two,2015-02-24,7,13,9.7,tt3748226,Parks and Recreation,N
A Parks and Recreation Special,2020-04-30,?,?,8.7,tt12202120,Parks and Recreation,Y
